"","subject","type","item","condition","question","correct_answer","response","rt","group"
"6290","L1 35","gap",14,0.5,"0","-","-",3694,"L1"
"6294","L1 35","gap",15,-0.5,"0","-","-",6037,"L1"
"6314","L1 36","gap",19,0.5,"0","-","-",3574,"L1"
"6327","L1 36","gap",15,0.5,"0","-","-",6687,"L1"
"6354","L1 36","gap",21,0.5,"0","-","-",3851,"L1"
"6361","L1 36","gap",14,-0.5,"0","-","-",3907,"L1"
"6369","L1 36","gap",16,-0.5,"0","-","-",4492,"L1"
"6373","L1 36","gap",23,0.5,"0","-","-",2797,"L1"
"6401","L1 36","gap",18,-0.5,"0","-","-",6533,"L1"
"6420","L1 36","gap",22,-0.5,"0","-","-",3641,"L1"
"6426","L1 36","gap",24,-0.5,"0","-","-",13110,"L1"
"6433","L1 36","gap",17,0.5,"0","-","-",8729,"L1"
"6437","L1 36","gap",20,-0.5,"0","-","-",5832,"L1"
"6474","L1 36","gap",13,0.5,"0","-","-",2827,"L1"
"6499","L1 37","gap",15,-0.5,"0","-","-",4326,"L1"
"6506","L1 37","gap",21,-0.5,"0","-","-",4213,"L1"
"6512","L1 37","gap",13,-0.5,"0","-","-",4065,"L1"
"6555","L1 37","gap",20,0.5,"0","-","-",3064,"L1"
"6559","L1 37","gap",24,0.5,"0","-","-",5824,"L1"
"6562","L1 37","gap",23,-0.5,"0","-","-",6006,"L1"
"6595","L1 37","gap",19,-0.5,"0","-","-",4501,"L1"
"6601","L1 37","gap",22,0.5,"0","-","-",3328,"L1"
"6613","L1 37","gap",17,-0.5,"0","-","-",3918,"L1"
"6628","L1 37","gap",16,0.5,"0","-","-",4239,"L1"
"6641","L1 37","gap",14,0.5,"0","-","-",4339,"L1"
"6651","L1 37","gap",18,0.5,"0","-","-",5555,"L1"
"6679","L1 38","gap",19,0.5,"0","-","-",3096,"L1"
"6690","L1 38","gap",14,-0.5,"0","-","-",3212,"L1"
"6701","L1 38","gap",16,-0.5,"0","-","-",5994,"L1"
"6715","L1 38","gap",17,0.5,"0","-","-",2437,"L1"
"6729","L1 38","gap",20,-0.5,"0","-","-",3987,"L1"
"6746","L1 38","gap",22,-0.5,"0","-","-",5141,"L1"
"6749","L1 38","gap",23,0.5,"0","-","-",3150,"L1"
"6759","L1 38","gap",18,-0.5,"0","-","-",5173,"L1"
"6794","L1 38","gap",24,-0.5,"0","-","-",5149,"L1"
"6801","L1 38","gap",21,0.5,"0","-","-",3952,"L1"
"6825","L1 38","gap",15,0.5,"0","-","-",6068,"L1"
"6832","L1 38","gap",13,0.5,"0","-","-",3979,"L1"
"6860","L1 39","gap",23,-0.5,"0","-","-",5032,"L1"
"6893","L1 39","gap",17,-0.5,"0","-","-",5353,"L1"
"6900","L1 39","gap",22,0.5,"0","-","-",5461,"L1"
"6921","L1 39","gap",13,-0.5,"0","-","-",5832,"L1"
"6924","L1 39","gap",14,0.5,"0","-","-",7103,"L1"
"6932","L1 39","gap",15,-0.5,"0","-","-",6463,"L1"
"6939","L1 39","gap",24,0.5,"0","-","-",5084,"L1"
"6943","L1 39","gap",16,0.5,"0","-","-",7654,"L1"
"6953","L1 39","gap",20,0.5,"0","-","-",3301,"L1"
"6993","L1 39","gap",19,-0.5,"0","-","-",4741,"L1"
"6996","L1 39","gap",18,0.5,"0","-","-",5334,"L1"
"7014","L1 39","gap",21,-0.5,"0","-","-",2810,"L1"
"7041","L1 40","gap",20,-0.5,"0","-","-",6484,"L1"
"7058","L1 40","gap",17,0.5,"0","-","-",5207,"L1"
"7069","L1 40","gap",22,-0.5,"0","-","-",7481,"L1"
"7081","L1 40","gap",14,-0.5,"0","-","-",5866,"L1"
"7100","L1 40","gap",24,-0.5,"0","-","-",3809,"L1"
"7117","L1 40","gap",15,0.5,"0","-","-",6770,"L1"
"7121","L1 40","gap",13,0.5,"0","-","-",5992,"L1"
"7131","L1 40","gap",18,-0.5,"0","-","-",6094,"L1"
"7134","L1 40","gap",21,0.5,"0","-","-",7383,"L1"
"7141","L1 40","gap",23,0.5,"0","-","-",2933,"L1"
"7184","L1 40","gap",16,-0.5,"0","-","-",4521,"L1"
"7190","L1 40","gap",19,0.5,"0","-","-",3205,"L1"
