"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","ambiguity"
"5390","L1 30","gp",21,"b","0","-","-",1799,"L1",-0.5,0.5
"5394","L1 30","gp",16,"a","0","-","-",5021,"L1",-0.5,-0.5
"5417","L1 31","gp",7,"a","0","-","-",5438,"L1",-0.5,-0.5
"5425","L1 31","gp",12,"b","0","-","-",8829,"L1",-0.5,0.5
"5432","L1 31","gp",3,"a","0","-","-",4864,"L1",-0.5,-0.5
"5438","L1 31","gp",20,"b","0","-","-",4131,"L1",-0.5,0.5
"5444","L1 31","gp",2,"d","0","-","-",4206,"L1",0.5,0.5
"5451","L1 31","gp",14,"d","0","-","-",4653,"L1",0.5,0.5
"5456","L1 31","gp",4,"b","0","-","-",4881,"L1",-0.5,0.5
"5464","L1 31","gp",16,"b","0","-","-",4558,"L1",-0.5,0.5
"5470","L1 31","gp",15,"a","0","-","-",4768,"L1",-0.5,-0.5
"5478","L1 31","gp",24,"b","0","-","-",6422,"L1",-0.5,0.5
"5490","L1 31","gp",19,"a","0","-","-",6249,"L1",-0.5,-0.5
"5496","L1 31","gp",13,"c","0","-","-",3742,"L1",0.5,-0.5
"5500","L1 31","gp",17,"c","0","-","-",4013,"L1",0.5,-0.5
"5511","L1 31","gp",1,"c","0","-","-",5939,"L1",0.5,-0.5
"5515","L1 31","gp",8,"b","0","-","-",2706,"L1",-0.5,0.5
"5525","L1 31","gp",22,"d","0","-","-",4566,"L1",0.5,0.5
"5532","L1 31","gp",23,"a","0","-","-",3256,"L1",-0.5,-0.5
"5535","L1 31","gp",6,"d","0","-","-",9120,"L1",0.5,0.5
"5538","L1 31","gp",9,"c","0","-","-",4972,"L1",0.5,-0.5
"5544","L1 31","gp",18,"d","0","-","-",4480,"L1",0.5,0.5
"5551","L1 31","gp",21,"c","0","-","-",2693,"L1",0.5,-0.5
"5562","L1 31","gp",11,"a","0","-","-",5626,"L1",-0.5,-0.5
"5566","L1 31","gp",5,"c","0","-","-",2973,"L1",0.5,-0.5
"5574","L1 31","gp",10,"d","0","-","-",4720,"L1",0.5,0.5
"5594","L1 32","gp",24,"c","0","-","-",4583,"L1",0.5,-0.5
"5597","L1 32","gp",7,"b","0","-","-",3259,"L1",-0.5,0.5
"5604","L1 32","gp",5,"d","0","-","-",4650,"L1",0.5,0.5
"5621","L1 32","gp",3,"b","0","-","-",6506,"L1",-0.5,0.5
"5625","L1 32","gp",17,"d","0","-","-",2183,"L1",0.5,0.5
"5636","L1 32","gp",20,"c","0","-","-",5318,"L1",0.5,-0.5
"5640","L1 32","gp",2,"a","0","-","-",4494,"L1",-0.5,-0.5
"5646","L1 32","gp",8,"c","0","-","-",5775,"L1",0.5,-0.5
"5652","L1 32","gp",16,"c","0","-","-",3488,"L1",0.5,-0.5
"5662","L1 32","gp",10,"a","0","-","-",6982,"L1",-0.5,-0.5
"5665","L1 32","gp",9,"d","0","-","-",6477,"L1",0.5,0.5
"5668","L1 32","gp",15,"b","0","-","-",2459,"L1",-0.5,0.5
"5671","L1 32","gp",23,"b","0","-","-",2020,"L1",-0.5,0.5
"5689","L1 32","gp",21,"d","0","-","-",3396,"L1",0.5,0.5
"5692","L1 32","gp",13,"d","0","-","-",1746,"L1",0.5,0.5
"5703","L1 32","gp",22,"a","0","-","-",4824,"L1",-0.5,-0.5
"5706","L1 32","gp",4,"c","0","-","-",3550,"L1",0.5,-0.5
"5714","L1 32","gp",1,"d","0","-","-",4376,"L1",0.5,0.5
"5722","L1 32","gp",19,"b","0","-","-",9594,"L1",-0.5,0.5
"5729","L1 32","gp",18,"a","0","-","-",2859,"L1",-0.5,-0.5
"5735","L1 32","gp",12,"c","0","-","-",4079,"L1",0.5,-0.5
"5742","L1 32","gp",6,"a","0","-","-",6149,"L1",-0.5,-0.5
"5754","L1 32","gp",11,"b","0","-","-",2303,"L1",-0.5,0.5
"5758","L1 32","gp",14,"a","0","-","-",4585,"L1",-0.5,-0.5
"5786","L1 33","gp",23,"c","0","-","-",9069,"L1",0.5,-0.5
"5790","L1 33","gp",2,"b","0","-","-",5224,"L1",-0.5,0.5
"5798","L1 33","gp",6,"b","0","-","-",7598,"L1",-0.5,0.5
"5809","L1 33","gp",20,"d","0","-","-",3908,"L1",0.5,0.5
"5812","L1 33","gp",4,"d","0","-","-",11847,"L1",0.5,0.5
"5819","L1 33","gp",13,"a","0","-","-",4001,"L1",-0.5,-0.5
"5826","L1 33","gp",7,"c","0","-","-",6204,"L1",0.5,-0.5
"5838","L1 33","gp",19,"c","0","-","-",12757,"L1",0.5,-0.5
"5841","L1 33","gp",21,"a","0","-","-",5152,"L1",-0.5,-0.5
"5844","L1 33","gp",9,"a","0","-","-",3534,"L1",-0.5,-0.5
"5854","L1 33","gp",8,"d","0","-","-",2038,"L1",0.5,0.5
"5857","L1 33","gp",15,"c","0","-","-",10018,"L1",0.5,-0.5
"5864","L1 33","gp",22,"b","0","-","-",4417,"L1",-0.5,0.5
"5871","L1 33","gp",5,"a","0","-","-",3935,"L1",-0.5,-0.5
"5877","L1 33","gp",3,"c","0","-","-",2572,"L1",0.5,-0.5
"5881","L1 33","gp",17,"a","0","-","-",4870,"L1",-0.5,-0.5
"5889","L1 33","gp",24,"d","0","-","-",7964,"L1",0.5,0.5
"5895","L1 33","gp",11,"c","0","-","-",4379,"L1",0.5,-0.5
"5898","L1 33","gp",12,"d","0","-","-",4882,"L1",0.5,0.5
"5901","L1 33","gp",18,"b","0","-","-",2620,"L1",-0.5,0.5
"5905","L1 33","gp",1,"a","0","-","-",4386,"L1",-0.5,-0.5
"5920","L1 33","gp",14,"b","0","-","-",12222,"L1",-0.5,0.5
"5926","L1 33","gp",16,"d","0","-","-",2628,"L1",0.5,0.5
"5937","L1 33","gp",10,"b","0","-","-",4610,"L1",-0.5,0.5
"5968","L1 34","gp",21,"b","0","-","-",3962,"L1",-0.5,0.5
"5975","L1 34","gp",3,"d","0","-","-",2821,"L1",0.5,0.5
"5981","L1 34","gp",9,"b","0","-","-",3817,"L1",-0.5,0.5
"5984","L1 34","gp",16,"a","0","-","-",2820,"L1",-0.5,-0.5
"5990","L1 34","gp",15,"d","0","-","-",2967,"L1",0.5,0.5
"5997","L1 34","gp",4,"a","0","-","-",4822,"L1",-0.5,-0.5
"6005","L1 34","gp",23,"d","0","-","-",3430,"L1",0.5,0.5
"6009","L1 34","gp",20,"a","0","-","-",2785,"L1",-0.5,-0.5
"6016","L1 34","gp",8,"a","0","-","-",4465,"L1",-0.5,-0.5
"6019","L1 34","gp",19,"d","0","-","-",3160,"L1",0.5,0.5
"6027","L1 34","gp",5,"b","0","-","-",2520,"L1",-0.5,0.5
"6031","L1 34","gp",12,"a","0","-","-",5472,"L1",-0.5,-0.5
"6046","L1 34","gp",7,"d","0","-","-",2306,"L1",0.5,0.5
"6052","L1 34","gp",13,"b","0","-","-",3022,"L1",-0.5,0.5
"6060","L1 34","gp",18,"c","0","-","-",3781,"L1",0.5,-0.5
"6064","L1 34","gp",6,"c","0","-","-",4064,"L1",0.5,-0.5
"6075","L1 34","gp",1,"b","0","-","-",3407,"L1",-0.5,0.5
"6083","L1 34","gp",10,"c","0","-","-",3363,"L1",0.5,-0.5
"6086","L1 34","gp",24,"a","0","-","-",2431,"L1",-0.5,-0.5
"6089","L1 34","gp",17,"b","0","-","-",2242,"L1",-0.5,0.5
"6097","L1 34","gp",22,"c","0","-","-",6646,"L1",0.5,-0.5
"6100","L1 34","gp",2,"c","0","-","-",5165,"L1",0.5,-0.5
"6107","L1 34","gp",11,"d","0","-","-",2675,"L1",0.5,0.5
"6115","L1 34","gp",14,"c","0","-","-",2945,"L1",0.5,-0.5
"6143","L1 35","gp",1,"c","0","-","-",7236,"L1",0.5,-0.5
"6146","L1 35","gp",23,"a","0","-","-",7165,"L1",-0.5,-0.5
"6149","L1 35","gp",18,"d","0","-","-",4089,"L1",0.5,0.5
"6159","L1 35","gp",2,"d","0","-","-",2382,"L1",0.5,0.5
"6167","L1 35","gp",3,"a","0","-","-",4654,"L1",-0.5,-0.5
"6174","L1 35","gp",13,"c","0","-","-",2229,"L1",0.5,-0.5
"6178","L1 35","gp",21,"c","0","-","-",2878,"L1",0.5,-0.5
"6185","L1 35","gp",20,"b","0","-","-",6270,"L1",-0.5,0.5
"6189","L1 35","gp",11,"a","0","-","-",3563,"L1",-0.5,-0.5
"6195","L1 35","gp",10,"d","0","-","-",8983,"L1",0.5,0.5
"6201","L1 35","gp",6,"d","0","-","-",3257,"L1",0.5,0.5
"6204","L1 35","gp",5,"c","0","-","-",4343,"L1",0.5,-0.5
"6214","L1 35","gp",9,"c","0","-","-",11087,"L1",0.5,-0.5
"6218","L1 35","gp",4,"b","0","-","-",2241,"L1",-0.5,0.5
"6223","L1 35","gp",17,"c","0","-","-",2524,"L1",0.5,-0.5
"6234","L1 35","gp",12,"b","0","-","-",2901,"L1",-0.5,0.5
"6243","L1 35","gp",15,"a","0","-","-",5187,"L1",-0.5,-0.5
"6247","L1 35","gp",24,"b","0","-","-",4334,"L1",-0.5,0.5
"6250","L1 35","gp",14,"d","0","-","-",2910,"L1",0.5,0.5
"6254","L1 35","gp",19,"a","0","-","-",5113,"L1",-0.5,-0.5
"6262","L1 35","gp",22,"d","0","-","-",2762,"L1",0.5,0.5
"6271","L1 35","gp",7,"a","0","-","-",7526,"L1",-0.5,-0.5
"6278","L1 35","gp",8,"b","0","-","-",3349,"L1",-0.5,0.5
"6298","L1 35","gp",16,"b","0","-","-",2363,"L1",-0.5,0.5
"6318","L1 36","gp",18,"a","0","-","-",5499,"L1",-0.5,-0.5
"6335","L1 36","gp",21,"d","0","-","-",3338,"L1",0.5,0.5
"6339","L1 36","gp",14,"a","0","-","-",4378,"L1",-0.5,-0.5
"6343","L1 36","gp",5,"d","0","-","-",4953,"L1",0.5,0.5
"6351","L1 36","gp",10,"a","0","-","-",4621,"L1",-0.5,-0.5
"6357","L1 36","gp",23,"b","0","-","-",3096,"L1",-0.5,0.5
"6365","L1 36","gp",16,"c","0","-","-",3593,"L1",0.5,-0.5
"6377","L1 36","gp",15,"b","0","-","-",4840,"L1",-0.5,0.5
"6381","L1 36","gp",1,"d","0","-","-",3280,"L1",0.5,0.5
"6384","L1 36","gp",3,"b","0","-","-",2485,"L1",-0.5,0.5
"6392","L1 36","gp",2,"a","0","-","-",4595,"L1",-0.5,-0.5
"6395","L1 36","gp",20,"c","0","-","-",3108,"L1",0.5,-0.5
"6404","L1 36","gp",4,"c","0","-","-",2928,"L1",0.5,-0.5
"6410","L1 36","gp",6,"a","0","-","-",3687,"L1",-0.5,-0.5
"6416","L1 36","gp",24,"c","0","-","-",4215,"L1",0.5,-0.5
"6423","L1 36","gp",8,"c","0","-","-",5400,"L1",0.5,-0.5
"6430","L1 36","gp",9,"d","0","-","-",3202,"L1",0.5,0.5
"6453","L1 36","gp",19,"b","0","-","-",3533,"L1",-0.5,0.5
"6457","L1 36","gp",7,"b","0","-","-",3629,"L1",-0.5,0.5
"6460","L1 36","gp",12,"c","0","-","-",6856,"L1",0.5,-0.5
"6463","L1 36","gp",22,"a","0","-","-",4074,"L1",-0.5,-0.5
"6466","L1 36","gp",11,"b","0","-","-",2774,"L1",-0.5,0.5
"6470","L1 36","gp",17,"d","0","-","-",2842,"L1",0.5,0.5
"6477","L1 36","gp",13,"d","0","-","-",3662,"L1",0.5,0.5
"6495","L1 37","gp",17,"a","0","-","-",3750,"L1",-0.5,-0.5
"6503","L1 37","gp",13,"a","0","-","-",3792,"L1",-0.5,-0.5
"6509","L1 37","gp",9,"a","0","-","-",3638,"L1",-0.5,-0.5
"6519","L1 37","gp",6,"b","0","-","-",4215,"L1",-0.5,0.5
"6523","L1 37","gp",12,"d","0","-","-",3832,"L1",0.5,0.5
"6530","L1 37","gp",5,"a","0","-","-",3105,"L1",-0.5,-0.5
"6534","L1 37","gp",11,"c","0","-","-",4030,"L1",0.5,-0.5
"6537","L1 37","gp",1,"a","0","-","-",2922,"L1",-0.5,-0.5
"6543","L1 37","gp",7,"c","0","-","-",4161,"L1",0.5,-0.5
"6551","L1 37","gp",22,"b","0","-","-",4655,"L1",-0.5,0.5
"6565","L1 37","gp",19,"c","0","-","-",3397,"L1",0.5,-0.5
"6568","L1 37","gp",4,"d","0","-","-",3409,"L1",0.5,0.5
"6574","L1 37","gp",3,"c","0","-","-",3409,"L1",0.5,-0.5
"6577","L1 37","gp",23,"c","0","-","-",2504,"L1",0.5,-0.5
"6580","L1 37","gp",16,"d","0","-","-",3182,"L1",0.5,0.5
"6584","L1 37","gp",21,"a","0","-","-",4043,"L1",-0.5,-0.5
"6592","L1 37","gp",14,"b","0","-","-",2806,"L1",-0.5,0.5
"6598","L1 37","gp",2,"b","0","-","-",4192,"L1",-0.5,0.5
"6624","L1 37","gp",24,"d","0","-","-",3315,"L1",0.5,0.5
"6631","L1 37","gp",8,"d","0","-","-",3562,"L1",0.5,0.5
"6635","L1 37","gp",15,"c","0","-","-",4394,"L1",0.5,-0.5
"6644","L1 37","gp",10,"b","0","-","-",3296,"L1",-0.5,0.5
"6647","L1 37","gp",20,"d","0","-","-",3523,"L1",0.5,0.5
"6655","L1 37","gp",18,"b","0","-","-",2980,"L1",-0.5,0.5
"6682","L1 38","gp",12,"a","0","-","-",7868,"L1",-0.5,-0.5
"6697","L1 38","gp",4,"a","0","-","-",6719,"L1",-0.5,-0.5
"6705","L1 38","gp",19,"d","0","-","-",4504,"L1",0.5,0.5
"6711","L1 38","gp",7,"d","0","-","-",5063,"L1",0.5,0.5
"6718","L1 38","gp",17,"b","0","-","-",3189,"L1",-0.5,0.5
"6725","L1 38","gp",3,"d","0","-","-",1611,"L1",0.5,0.5
"6733","L1 38","gp",8,"a","0","-","-",3534,"L1",-0.5,-0.5
"6736","L1 38","gp",6,"c","0","-","-",6868,"L1",0.5,-0.5
"6742","L1 38","gp",1,"b","0","-","-",2192,"L1",-0.5,0.5
"6753","L1 38","gp",9,"b","0","-","-",2336,"L1",-0.5,0.5
"6756","L1 38","gp",13,"b","0","-","-",2929,"L1",-0.5,0.5
"6767","L1 38","gp",2,"c","0","-","-",3824,"L1",0.5,-0.5
"6770","L1 38","gp",5,"b","0","-","-",2997,"L1",-0.5,0.5
"6781","L1 38","gp",20,"a","0","-","-",4858,"L1",-0.5,-0.5
"6784","L1 38","gp",11,"d","0","-","-",2350,"L1",0.5,0.5
"6791","L1 38","gp",23,"d","0","-","-",2858,"L1",0.5,0.5
"6798","L1 38","gp",21,"b","0","-","-",5896,"L1",-0.5,0.5
"6804","L1 38","gp",14,"c","0","-","-",4213,"L1",0.5,-0.5
"6807","L1 38","gp",16,"a","0","-","-",2607,"L1",-0.5,-0.5
"6815","L1 38","gp",15,"d","0","-","-",4279,"L1",0.5,0.5
"6821","L1 38","gp",10,"c","0","-","-",2889,"L1",0.5,-0.5
"6828","L1 38","gp",24,"a","0","-","-",3529,"L1",-0.5,-0.5
"6835","L1 38","gp",18,"c","0","-","-",4648,"L1",0.5,-0.5
"6838","L1 38","gp",22,"c","0","-","-",3887,"L1",0.5,-0.5
"6858","L1 39","gp",7,"a","0","-","-",7387,"L1",-0.5,-0.5
"6863","L1 39","gp",16,"b","0","-","-",3158,"L1",-0.5,0.5
"6867","L1 39","gp",6,"d","0","-","-",3296,"L1",0.5,0.5
"6874","L1 39","gp",23,"a","0","-","-",5326,"L1",-0.5,-0.5
"6878","L1 39","gp",1,"c","0","-","-",4106,"L1",0.5,-0.5
"6882","L1 39","gp",12,"b","0","-","-",5801,"L1",-0.5,0.5
"6886","L1 39","gp",8,"b","0","-","-",6501,"L1",-0.5,0.5
"6896","L1 39","gp",24,"b","0","-","-",4022,"L1",-0.5,0.5
"6903","L1 39","gp",14,"d","0","-","-",2874,"L1",0.5,0.5
"6906","L1 39","gp",9,"c","0","-","-",5356,"L1",0.5,-0.5
"6917","L1 39","gp",11,"a","0","-","-",3483,"L1",-0.5,-0.5
"6928","L1 39","gp",19,"a","0","-","-",4015,"L1",-0.5,-0.5
"6936","L1 39","gp",22,"d","0","-","-",3246,"L1",0.5,0.5
"6950","L1 39","gp",18,"d","0","-","-",4484,"L1",0.5,0.5
"6960","L1 39","gp",15,"a","0","-","-",6700,"L1",-0.5,-0.5
"6963","L1 39","gp",21,"c","0","-","-",4082,"L1",0.5,-0.5
"6970","L1 39","gp",10,"d","0","-","-",3091,"L1",0.5,0.5
"6977","L1 39","gp",17,"c","0","-","-",2971,"L1",0.5,-0.5
"6983","L1 39","gp",13,"c","0","-","-",5375,"L1",0.5,-0.5
"6987","L1 39","gp",2,"d","0","-","-",4328,"L1",0.5,0.5
"6990","L1 39","gp",4,"b","0","-","-",9492,"L1",-0.5,0.5
"7000","L1 39","gp",3,"a","0","-","-",7144,"L1",-0.5,-0.5
"7007","L1 39","gp",5,"c","0","-","-",6654,"L1",0.5,-0.5
"7018","L1 39","gp",20,"b","0","-","-",3145,"L1",-0.5,0.5
"7038","L1 40","gp",8,"c","0","-","-",6016,"L1",0.5,-0.5
"7048","L1 40","gp",11,"b","0","-","-",2769,"L1",-0.5,0.5
"7065","L1 40","gp",7,"b","0","-","-",3127,"L1",-0.5,0.5
"7077","L1 40","gp",23,"b","0","-","-",5866,"L1",-0.5,0.5
"7085","L1 40","gp",14,"a","0","-","-",4436,"L1",-0.5,-0.5
"7089","L1 40","gp",22,"a","0","-","-",6806,"L1",-0.5,-0.5
"7097","L1 40","gp",17,"d","0","-","-",3408,"L1",0.5,0.5
"7104","L1 40","gp",6,"a","0","-","-",3281,"L1",-0.5,-0.5
"7110","L1 40","gp",18,"a","0","-","-",6215,"L1",-0.5,-0.5
"7128","L1 40","gp",4,"c","0","-","-",3829,"L1",0.5,-0.5
"7138","L1 40","gp",12,"c","0","-","-",7314,"L1",0.5,-0.5
"7144","L1 40","gp",9,"d","0","-","-",6690,"L1",0.5,0.5
"7149","L1 40","gp",20,"c","0","-","-",3518,"L1",0.5,-0.5
"7152","L1 40","gp",16,"c","0","-","-",5677,"L1",0.5,-0.5
"7155","L1 40","gp",10,"a","0","-","-",3880,"L1",-0.5,-0.5
"7158","L1 40","gp",13,"d","0","-","-",3169,"L1",0.5,0.5
"7165","L1 40","gp",19,"b","0","-","-",3820,"L1",-0.5,0.5
"7169","L1 40","gp",5,"d","0","-","-",8665,"L1",0.5,0.5
"7173","L1 40","gp",24,"c","0","-","-",3469,"L1",0.5,-0.5
"7177","L1 40","gp",15,"b","0","-","-",4238,"L1",-0.5,0.5
"7181","L1 40","gp",1,"d","0","-","-",7726,"L1",0.5,0.5
"7187","L1 40","gp",21,"d","0","-","-",2916,"L1",0.5,0.5
"7193","L1 40","gp",2,"a","0","-","-",4240,"L1",-0.5,-0.5
"7197","L1 40","gp",3,"b","0","-","-",3574,"L1",-0.5,0.5
